Id,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Cars,Garage Area,totalsqft
1219,5,1960,2000,1118.0,1118,1118,1.0,264.0,2236.0
2922,6,1976,1976,1728.0,1728,1728,2.0,574.0,3456.0
118,5,1966,1966,1232.0,1232,1232,2.0,490.0,2464.0
474,7,2005,2006,1145.0,1145,1145,2.0,397.0,2290.0
2576,6,1960,1960,1383.0,1383,1383,1.0,292.0,2766.0
872,8,2002,2003,1822.0,1828,1828,2.0,523.0,3650.0
1077,8,2006,2007,1342.0,1342,1342,2.0,550.0,2684.0
1536,6,1951,1951,1091.0,1091,1091,1.0,344.0,2182.0
1150,5,1963,1963,984.0,984,984,1.0,384.0,1968.0
2341,8,2005,2006,1814.0,1826,1826,3.0,758.0,3640.0
1931,5,1953,2006,864.0,1154,1154,1.0,336.0,2018.0
2785,5,1969,1969,971.0,971,971,1.0,300.0,1942.0
2538,5,1966,1966,1051.0,1051,1051,1.0,264.0,2102.0
597,7,1974,1974,1165.0,1165,2061,2.0,498.0,2330.0
464,7,2003,2004,764.0,764,1626,2.0,474.0,1528.0
233,7,1979,1979,1332.0,1332,1524,2.0,586.0,2664.0
2169,5,1967,1967,936.0,936,936,1.0,384.0,1872.0
2123,6,1997,2006,635.0,646,1308,2.0,497.0,1281.0
1867,6,1968,1968,1295.0,1295,1295,2.0,528.0,2590.0
137,7,1970,1989,1947.0,2207,2207,2.0,576.0,4154.0
515,7,2009,2009,900.0,932,1852,2.0,644.0,1832.0
933,6,1980,1980,516.0,516,1032,2.0,452.0,1032.0
2784,6,1978,1978,995.0,1282,1282,3.0,672.0,2277.0
972,6,1998,1998,1204.0,1204,1204,2.0,412.0,2408.0
599,6,1967,1967,1372.0,1342,1342,2.0,457.0,2714.0
2614,6,1959,1959,864.0,864,864,1.0,288.0,1728.0
2582,5,1979,1979,943.0,943,943,2.0,600.0,1886.0
1409,6,1918,1950,1163.0,1163,1674,2.0,396.0,2326.0
175,3,1915,1950,840.0,840,1605,1.0,379.0,1680.0
352,8,1998,1998,1418.0,1478,1478,2.0,495.0,2896.0
976,4,1970,2002,630.0,630,630,1.0,286.0,1260.0
2134,7,2003,2003,840.0,840,1668,2.0,500.0,1680.0
984,5,1985,1985,833.0,833,833,0.0,0.0,1666.0
2396,9,2003,2004,1896.0,1944,1944,3.0,708.0,3840.0
1673,7,1998,1998,723.0,767,767,1.0,367.0,1490.0
404,5,1970,1970,765.0,765,1365,2.0,440.0,1530.0
607,5,1961,1995,1313.0,1313,1313,2.0,610.0,2626.0
814,5,1979,1979,1094.0,1229,1229,2.0,672.0,2323.0
868,7,2002,2002,840.0,840,1725,2.0,550.0,1680.0
2271,6,1996,1996,1491.0,1491,1491,2.0,571.0,2982.0
1633,7,1984,1984,1190.0,1190,2090,2.0,577.0,2380.0
337,5,1985,1986,1216.0,1216,2432,2.0,616.0,2432.0
2765,5,1964,1964,1624.0,1582,1582,2.0,390.0,3206.0
1746,7,2004,2004,1530.0,1530,1530,3.0,630.0,3060.0
368,8,2008,2008,2046.0,2046,2046,3.0,834.0,4092.0
2806,7,2003,2003,1390.0,1390,1390,2.0,545.0,2780.0
1662,6,1974,1974,1084.0,1084,1877,2.0,488.0,2168.0
1234,6,1966,1999,1104.0,1104,1988,2.0,480.0,2208.0
1373,5,1968,1968,952.0,1211,1211,1.0,322.0,2163.0
1672,4,1971,1971,864.0,864,864,2.0,528.0,1728.0
1939,5,1955,1955,923.0,925,925,1.0,390.0,1848.0
